department,quarter,no_of_workers,defects_day,Total_Produced
Gloves,Quarter2,81.9,4.3,814.7
Sweatshirt,Quarter4,73.3,6.5,420.3
Sweatshirt,Quarter2,48.8,4.8,190.4
T-Shirt,Quarter3,90.1,3.7,807.2
T-Shirt,Quarter4,79.7,0.3,477.3
Sweatshirt,Quarter2,22.5,5.4,152.1
T-Shirt,Quarter1,23.4,1.9,204.9
Sweatshirt,Quarter4,42.6,9.7,236.2
T-Shirt,Quarter4,68.4,8.2,470.6
Gloves,Quarter3,87.0,4.2,857.4
Gloves,Quarter3,21.6,9.1,154.6
Sweatshirt,Quarter1,77.7,5.5,527.4
T-Shirt,Quarter4,47.3,1.4,424.3
Gloves,Quarter4,38.0,3.2,300.8
Gloves,Quarter4,70.5,3.0,766.5
Gloves,Quarter3,92.6,5.9,815.7
Sweatshirt,Quarter4,44.9,8.4,289.1
T-Shirt,Quarter2,31.8,6.2,242.0
T-Shirt,Quarter1,16.1,2.7,91.2
Gloves,Quarter4,55.0,7.2,583.4
Sweatshirt,Quarter4,31.6,7.5,198.7
Sweatshirt,Quarter1,33.7,9.1,125.7
Sweatshirt,Quarter2,88.9,7.5,607.3
T-Shirt,Quarter3,61.2,4.5,423.9
Sweatshirt,Quarter1,24.7,8.9,139.3
Gloves,Quarter3,97.4,0.7,778.5
T-Shirt,Quarter1,85.6,1.1,595.9
T-Shirt,Quarter2,10.7,0.7,94.9
T-Shirt,Quarter4,29.3,7.5,248.7
Sweatshirt,Quarter4,51.6,8.2,241.6
Gloves,Quarter1,22.2,0.1,221.9
T-Shirt,Quarter4,70.9,2.9,422.5
Sweatshirt,Quarter1,62.7,8.0,226.8
Gloves,Quarter3,66.8,6.8,728.0
Gloves,Quarter1,49.5,5.5,484.0
Sweatshirt,Quarter4,33.4,7.6,177.6
Gloves,Quarter1,40.5,8.4,420.3
Sweatshirt,Quarter3,17.4,6.7,108.4
Sweatshirt,Quarter3,50.4,0.1,302.1
T-Shirt,Quarter2,39.5,1.4,354.1
Gloves,Quarter3,67.4,2.4,736.6
T-Shirt,Quarter1,18.6,4.9,152.7
Sweatshirt,Quarter2,97.4,1.4,385.4
Sweatshirt,Quarter2,89.4,6.0,441.0
T-Shirt,Quarter3,15.2,1.7,135.1
Sweatshirt,Quarter1,35.2,1.1,174.9
T-Shirt,Quarter4,80.2,8.4,696.6
Gloves,Quarter4,30.6,3.3,330.0
T-Shirt,Quarter2,94.2,4.8,838.2
T-Shirt,Quarter4,63.4,7.3,492.6
Gloves,Quarter4,77.0,4.2,761.6
Gloves,Quarter1,79.7,7.6,622.4
Gloves,Quarter2,11.1,1.3,96.0
Gloves,Quarter1,89.5,3.6,884.2
T-Shirt,Quarter4,78.5,7.8,541.7
Sweatshirt,Quarter4,62.8,5.1,298.7
Gloves,Quarter1,78.8,5.4,693.0
Gloves,Quarter2,84.2,2.8,917.8
Gloves,Quarter2,69.7,4.5,548.6
T-Shirt,Quarter4,19.9,1.0,116.4
Sweatshirt,Quarter4,57.3,7.9,320.1
T-Shirt,Quarter3,15.2,6.4,78.4
T-Shirt,Quarter3,10.5,1.2,82.8
Sweatshirt,Quarter3,70.4,5.5,476.3
Gloves,Quarter3,73.8,3.4,654.0
Gloves,Quarter2,43.0,2.2,427.8
Sweatshirt,Quarter1,29.2,7.6,152.4
Sweatshirt,Quarter4,96.8,5.7,375.8
Gloves,Quarter1,12.5,2.4,105.3
T-Shirt,Quarter3,41.3,1.9,242.1
T-Shirt,Quarter3,31.9,7.4,247.8
Sweatshirt,Quarter3,66.3,4.4,389.0
Gloves,Quarter3,50.9,9.6,448.5
Sweatshirt,Quarter2,42.6,8.4,238.8
T-Shirt,Quarter3,22.8,4.1,124.5
T-Shirt,Quarter4,66.7,2.3,598.0
Sweatshirt,Quarter2,83.5,9.8,471.6
Sweatshirt,Quarter1,83.1,4.5,568.2
Gloves,Quarter1,49.1,2.0,386.8
Sweatshirt,Quarter2,93.0,5.3,459.7
Sweatshirt,Quarter1,55.1,3.8,378.1
Gloves,Quarter3,27.6,0.4,302.4
Sweatshirt,Quarter4,89.3,5.7,340.1
Sweatshirt,Quarter4,30.5,8.8,204.7
T-Shirt,Quarter2,93.6,1.8,556.2
T-Shirt,Quarter3,63.6,4.5,499.8
Sweatshirt,Quarter3,83.6,0.7,500.2
Gloves,Quarter4,51.1,8.2,494.6
Gloves,Quarter2,42.6,9.5,321.8
Gloves,Quarter4,41.8,4.4,367.4
Gloves,Quarter1,97.4,9.5,1061.9
Sweatshirt,Quarter3,22.0,8.0,108.0
T-Shirt,Quarter2,46.4,3.8,410.0
Sweatshirt,Quarter1,14.1,4.5,66.0
T-Shirt,Quarter4,27.7,2.6,188.7
Sweatshirt,Quarter3,64.7,5.9,317.6
Gloves,Quarter4,28.9,5.7,248.7
T-Shirt,Quarter1,72.0,1.7,572.6
T-Shirt,Quarter3,18.1,3.2,105.4
Gloves,Quarter3,59.9,6.5,472.7
Sweatshirt,Quarter1,52.4,0.6,366.2
T-Shirt,Quarter1,53.5,6.3,475.2
T-Shirt,Quarter2,81.4,9.0,624.2
Gloves,Quarter2,84.2,8.4,901.0
Gloves,Quarter3,91.2,8.1,812.7
Sweatshirt,Quarter1,83.1,9.8,552.3
Sweatshirt,Quarter3,76.4,8.7,526.1
Gloves,Quarter1,10.7,10.0,97.0
T-Shirt,Quarter2,79.0,8.9,526.3
Sweatshirt,Quarter4,97.6,8.5,577.1
Sweatshirt,Quarter2,20.9,0.4,103.3
Gloves,Quarter3,36.9,2.8,366.2
Gloves,Quarter3,31.2,2.1,247.5
T-Shirt,Quarter2,42.3,7.6,246.2
T-Shirt,Quarter4,29.0,7.7,195.3
T-Shirt,Quarter4,49.2,5.2,383.2
Gloves,Quarter2,92.9,5.7,917.6
Sweatshirt,Quarter1,18.3,6.8,52.8
Sweatshirt,Quarter4,18.2,7.1,95.0
Gloves,Quarter1,60.4,1.7,602.3
T-Shirt,Quarter3,89.0,3.0,706.0
Gloves,Quarter3,97.5,3.4,773.2
T-Shirt,Quarter2,57.3,7.1,394.0
Gloves,Quarter1,66.9,6.4,595.7
T-Shirt,Quarter2,48.2,2.3,381.0
Sweatshirt,Quarter4,32.2,2.5,188.2
T-Shirt,Quarter1,11.0,4.3,90.4
Gloves,Quarter3,24.4,0.4,194.8
Sweatshirt,Quarter1,26.4,2.0,182.8
Sweatshirt,Quarter3,82.1,4.3,484.0
Gloves,Quarter2,23.1,2.1,228.9
Sweatshirt,Quarter4,89.4,5.4,436.2
T-Shirt,Quarter4,66.9,5.0,520.2
Gloves,Quarter4,45.3,4.1,354.2
Gloves,Quarter2,39.6,9.2,347.2
Sweatshirt,Quarter1,71.1,1.7,494.3
T-Shirt,Quarter2,78.5,4.1,545.4
T-Shirt,Quarter4,29.7,6.8,246.9
T-Shirt,Quarter3,58.0,0.1,347.9
T-Shirt,Quarter1,13.1,5.3,88.9
T-Shirt,Quarter4,96.0,0.7,767.3
T-Shirt,Quarter1,49.3,3.1,342.0
Gloves,Quarter1,26.7,3.1,257.7
Gloves,Quarter1,22.6,0.7,223.9
Sweatshirt,Quarter3,60.7,6.6,296.9
Gloves,Quarter3,33.8,6.4,352.6
T-Shirt,Quarter4,24.6,8.4,155.4
Gloves,Quarter1,79.6,9.5,627.3
Sweatshirt,Quarter4,78.9,4.6,547.7
Sweatshirt,Quarter1,90.9,9.9,606.6
Sweatshirt,Quarter4,54.1,6.9,317.7
Gloves,Quarter1,26.6,4.5,203.8
Sweatshirt,Quarter1,30.7,4.8,113.2
T-Shirt,Quarter1,12.5,3.8,67.4
T-Shirt,Quarter3,17.3,6.1,91.6
Gloves,Quarter2,61.0,9.8,539.2
Sweatshirt,Quarter3,11.4,9.0,48.0
Gloves,Quarter2,21.7,3.5,166.6
T-Shirt,Quarter3,73.9,4.2,439.2
Gloves,Quarter2,82.6,0.8,660.0
Sweatshirt,Quarter3,32.6,3.7,159.3
T-Shirt,Quarter2,23.1,1.2,181.2
Sweatshirt,Quarter2,54.1,6.6,203.2
Sweatshirt,Quarter4,52.7,3.8,308.6
T-Shirt,Quarter2,15.7,2.3,89.6
Gloves,Quarter1,28.4,3.4,305.6
T-Shirt,Quarter4,56.8,7.1,383.4
Sweatshirt,Quarter4,15.3,2.5,102.1
T-Shirt,Quarter4,70.5,2.5,632.0
Sweatshirt,Quarter2,21.3,2.4,78.0
Sweatshirt,Quarter4,61.1,5.8,349.2
Sweatshirt,Quarter2,53.6,8.0,252.0
T-Shirt,Quarter3,55.5,5.3,322.4
Sweatshirt,Quarter3,67.9,4.8,470.5
T-Shirt,Quarter1,81.8,9.5,625.9
Sweatshirt,Quarter4,14.4,8.3,63.7
Gloves,Quarter2,81.8,1.8,814.4
Gloves,Quarter1,21.1,5.1,184.8
Sweatshirt,Quarter3,26.0,3.2,175.6
Gloves,Quarter1,48.3,7.1,379.3
T-Shirt,Quarter1,92.6,6.0,821.4
Gloves,Quarter4,68.5,9.9,596.7
Gloves,Quarter2,11.7,4.3,104.1
Sweatshirt,Quarter2,29.9,8.3,154.5
Sweatshirt,Quarter4,17.9,8.6,81.6
Gloves,Quarter1,68.3,4.3,674.4
Gloves,Quarter4,41.0,3.7,357.9
Sweatshirt,Quarter2,41.4,8.0,273.8
Gloves,Quarter3,45.8,1.0,456.0
T-Shirt,Quarter3,59.9,1.7,535.7
Gloves,Quarter3,83.2,3.9,737.1
T-Shirt,Quarter4,12.7,1.8,85.3
Sweatshirt,Quarter4,96.4,2.4,667.6
T-Shirt,Quarter4,46.0,8.7,359.3
T-Shirt,Quarter3,25.1,7.4,218.5
Sweatshirt,Quarter1,23.8,5.3,84.6
Gloves,Quarter2,80.8,5.0,798.0
Gloves,Quarter3,32.6,8.5,300.5
Sweatshirt,Quarter1,29.3,9.1,137.4
T-Shirt,Quarter2,79.6,2.1,634.7
Gloves,Quarter1,31.4,2.7,245.8
Gloves,Quarter3,28.3,6.8,297.7
T-Shirt,Quarter1,46.4,6.9,364.3
T-Shirt,Quarter3,56.1,9.7,429.4
Sweatshirt,Quarter4,37.1,8.6,233.9
T-Shirt,Quarter1,22.2,2.1,193.5
T-Shirt,Quarter3,96.8,0.4,677.2
Gloves,Quarter3,39.9,9.0,411.9
Gloves,Quarter2,57.7,4.9,624.9
Gloves,Quarter3,33.0,8.3,313.4
Sweatshirt,Quarter2,11.6,8.5,64.2
Gloves,Quarter2,59.5,7.4,528.1
T-Shirt,Quarter2,87.3,5.1,693.3
Gloves,Quarter1,70.6,5.4,695.2
Sweatshirt,Quarter2,71.7,3.1,424.0
Sweatshirt,Quarter3,59.1,9.9,265.8
Gloves,Quarter2,55.8,8.9,419.7
Sweatshirt,Quarter1,18.0,6.9,112.2
T-Shirt,Quarter1,61.8,3.5,363.8
Gloves,Quarter2,37.4,7.9,275.5
Gloves,Quarter3,66.7,7.3,593.0
Sweatshirt,Quarter2,96.1,9.8,662.9
Sweatshirt,Quarter3,98.1,3.1,582.4
Gloves,Quarter1,38.9,0.9,427.0
T-Shirt,Quarter4,59.6,8.4,349.2
Gloves,Quarter1,61.0,1.9,484.2
T-Shirt,Quarter4,10.8,4.4,60.4
T-Shirt,Quarter4,34.2,4.2,235.2
T-Shirt,Quarter1,36.1,6.4,246.3
Gloves,Quarter2,66.9,2.3,532.9
T-Shirt,Quarter3,82.9,4.0,489.4
T-Shirt,Quarter2,41.9,5.8,365.5
Gloves,Quarter2,45.9,9.5,348.2
Sweatshirt,Quarter4,49.4,1.3,343.2
Sweatshirt,Quarter1,43.8,6.5,256.3
Sweatshirt,Quarter1,46.7,2.2,226.9
T-Shirt,Quarter3,34.1,7.2,265.6
T-Shirt,Quarter1,98.5,5.5,870.0
Sweatshirt,Quarter1,48.3,1.9,334.3
T-Shirt,Quarter2,91.7,3.8,546.4
Gloves,Quarter1,34.8,0.2,278.0
T-Shirt,Quarter1,42.5,5.9,279.8
Gloves,Quarter2,13.1,5.7,132.7
Sweatshirt,Quarter4,74.8,6.0,436.8
T-Shirt,Quarter4,20.7,7.6,137.3
Sweatshirt,Quarter2,77.5,4.3,301.4
Gloves,Quarter1,28.6,5.9,308.7
T-Shirt,Quarter4,52.4,4.8,352.4
Gloves,Quarter4,61.6,5.6,548.8
T-Shirt,Quarter2,93.4,5.8,642.2
T-Shirt,Quarter2,32.5,4.5,218.5
Gloves,Quarter2,19.3,3.9,150.5
T-Shirt,Quarter4,62.0,2.3,369.7
Sweatshirt,Quarter2,97.2,3.1,482.9
Sweatshirt,Quarter3,99.9,0.5,398.6
Sweatshirt,Quarter1,75.0,0.7,372.9
Gloves,Quarter1,33.8,1.7,334.6
T-Shirt,Quarter3,42.5,4.1,331.8
Sweatshirt,Quarter4,48.0,0.2,191.8
Gloves,Quarter1,88.0,2.3,961.1
T-Shirt,Quarter4,99.8,4.6,884.4
T-Shirt,Quarter3,83.8,7.4,746.8
Gloves,Quarter1,58.2,3.4,462.2
Sweatshirt,Quarter3,66.7,8.9,458.0
Sweatshirt,Quarter1,32.0,2.0,126.0
Sweatshirt,Quarter4,63.5,1.3,251.4
Sweatshirt,Quarter4,52.1,9.2,303.4
Sweatshirt,Quarter2,46.8,2.6,273.0
T-Shirt,Quarter2,27.8,7.5,199.9
Sweatshirt,Quarter3,97.0,8.5,362.5
Sweatshirt,Quarter4,90.0,0.9,358.2
Sweatshirt,Quarter4,78.8,4.5,306.2
Sweatshirt,Quarter1,81.8,3.5,565.6
Sweatshirt,Quarter3,84.2,4.3,332.5
Sweatshirt,Quarter2,60.2,9.5,392.9
T-Shirt,Quarter1,45.2,0.8,314.0
Gloves,Quarter3,78.5,4.1,698.3
Gloves,Quarter2,45.9,1.3,503.6
T-Shirt,Quarter3,67.4,3.9,598.8
Sweatshirt,Quarter2,32.0,7.2,138.4
T-Shirt,Quarter4,40.7,1.4,321.4
Gloves,Quarter3,52.4,8.9,401.4
T-Shirt,Quarter3,70.8,4.6,481.8
Gloves,Quarter4,13.0,5.9,99.3
Sweatshirt,Quarter1,44.3,1.4,217.3
Sweatshirt,Quarter4,39.8,1.9,153.5
T-Shirt,Quarter2,74.0,0.2,443.8
T-Shirt,Quarter3,83.0,1.4,496.6
Sweatshirt,Quarter1,73.2,4.8,498.0
Sweatshirt,Quarter4,95.3,1.8,471.1
T-Shirt,Quarter3,16.2,4.9,119.8
Sweatshirt,Quarter4,67.6,7.8,390.0
Sweatshirt,Quarter1,23.7,2.3,116.2
T-Shirt,Quarter3,65.7,7.1,570.0
Gloves,Quarter2,33.5,4.8,263.2
T-Shirt,Quarter2,28.5,0.6,255.9
Gloves,Quarter1,25.3,1.4,275.5
T-Shirt,Quarter4,24.3,5.3,189.1
T-Shirt,Quarter3,96.3,4.9,664.3
T-Shirt,Quarter4,63.3,4.1,557.4
T-Shirt,Quarter3,93.1,2.1,554.4
Sweatshirt,Quarter4,15.4,0.4,92.0
Sweatshirt,Quarter3,78.1,0.5,311.9
Gloves,Quarter3,59.9,3.5,468.7
Sweatshirt,Quarter3,55.2,6.9,310.5
Sweatshirt,Quarter1,85.4,0.7,339.5
Sweatshirt,Quarter4,23.1,0.9,113.7
Gloves,Quarter1,36.7,1.4,289.4
Sweatshirt,Quarter4,51.8,5.4,305.4
Gloves,Quarter1,69.9,1.1,695.7
Sweatshirt,Quarter3,76.6,1.0,456.6
Sweatshirt,Quarter2,37.2,9.5,250.9
Gloves,Quarter4,84.5,5.4,918.7
T-Shirt,Quarter4,93.3,4.7,550.4
Sweatshirt,Quarter3,27.9,1.1,108.3
Sweatshirt,Quarter1,92.8,1.8,646.0
Sweatshirt,Quarter1,53.7,3.0,265.5
Gloves,Quarter1,13.7,7.2,108.9
Sweatshirt,Quarter1,71.9,9.3,278.3
T-Shirt,Quarter4,55.9,0.3,390.4
T-Shirt,Quarter4,18.7,1.1,108.9
Gloves,Quarter2,65.0,0.4,583.8
T-Shirt,Quarter4,45.9,0.2,320.7
T-Shirt,Quarter1,54.0,5.1,470.7
T-Shirt,Quarter2,34.1,6.7,286.8
T-Shirt,Quarter2,75.4,2.3,450.1
Sweatshirt,Quarter2,11.9,6.8,51.0
Gloves,Quarter1,75.9,4.0,755.0
T-Shirt,Quarter4,55.4,0.3,387.5
Gloves,Quarter2,98.5,1.5,783.5
Gloves,Quarter1,27.0,3.7,262.6
Gloves,Quarter4,86.8,2.1,948.5
T-Shirt,Quarter3,90.4,5.0,708.2
Gloves,Quarter2,33.4,6.4,321.2
Gloves,Quarter3,12.8,8.8,101.6
Sweatshirt,Quarter2,43.4,8.2,279.2
Gloves,Quarter3,46.1,2.4,407.7
Sweatshirt,Quarter2,58.2,5.4,285.6
Gloves,Quarter1,21.9,6.1,234.8
Gloves,Quarter3,20.0,6.8,179.6
T-Shirt,Quarter1,14.2,3.7,74.1
T-Shirt,Quarter1,82.7,6.4,559.7
Sweatshirt,Quarter3,83.8,9.8,576.8
Sweatshirt,Quarter3,35.6,9.4,168.6
T-Shirt,Quarter1,64.7,1.6,512.8
Gloves,Quarter3,73.9,5.8,727.4
Gloves,Quarter3,14.0,0.1,139.9
Gloves,Quarter2,24.6,2.7,194.1
Sweatshirt,Quarter3,65.1,9.9,240.6
T-Shirt,Quarter3,12.1,1.2,106.5
T-Shirt,Quarter3,24.8,1.5,221.7
T-Shirt,Quarter4,77.6,6.4,614.4
Sweatshirt,Quarter1,65.1,8.3,252.1
T-Shirt,Quarter2,13.3,3.0,90.1
T-Shirt,Quarter4,29.9,3.1,206.2
T-Shirt,Quarter1,68.2,6.4,471.0
Gloves,Quarter3,71.7,4.7,784.0
Gloves,Quarter1,75.8,3.0,830.8
Sweatshirt,Quarter2,24.5,5.2,92.8
T-Shirt,Quarter2,94.6,5.5,656.7
T-Shirt,Quarter2,34.6,7.3,269.5
Sweatshirt,Quarter3,38.0,0.8,264.4
Sweatshirt,Quarter2,48.4,4.9,227.3
Sweatshirt,Quarter1,85.2,9.5,577.4
T-Shirt,Quarter3,26.9,1.2,184.7
T-Shirt,Quarter2,31.9,6.5,171.9
Gloves,Quarter3,58.4,2.0,640.4
Gloves,Quarter1,59.9,9.5,639.9
Sweatshirt,Quarter3,82.8,1.3,577.0
Sweatshirt,Quarter4,47.2,8.2,164.2
T-Shirt,Quarter2,98.4,6.9,878.7
T-Shirt,Quarter1,45.2,5.4,300.2
Gloves,Quarter1,92.1,4.6,999.3
Sweatshirt,Quarter1,28.5,3.7,138.8
Sweatshirt,Quarter3,50.4,2.9,192.9
Sweatshirt,Quarter3,51.2,0.5,356.9
Sweatshirt,Quarter3,19.9,4.1,75.5
Gloves,Quarter2,19.1,5.3,161.3
T-Shirt,Quarter3,62.9,8.5,540.6
T-Shirt,Quarter2,67.6,8.1,532.7
Gloves,Quarter2,10.7,2.8,93.5
Sweatshirt,Quarter1,64.1,8.2,295.9
Gloves,Quarter1,49.3,9.8,463.6
Sweatshirt,Quarter2,39.0,1.7,271.3
Sweatshirt,Quarter2,89.0,2.0,530.0
Sweatshirt,Quarter4,82.0,7.9,550.3
Sweatshirt,Quarter4,34.6,9.1,198.5
Gloves,Quarter2,35.9,3.7,312.0
T-Shirt,Quarter1,55.2,7.2,379.2
T-Shirt,Quarter4,12.3,0.5,97.4
Gloves,Quarter2,17.8,3.6,170.8
Gloves,Quarter4,59.6,8.5,570.5
Sweatshirt,Quarter3,64.0,2.5,251.0
T-Shirt,Quarter3,76.6,0.5,688.9
Gloves,Quarter3,76.8,1.4,611.6
Gloves,Quarter2,83.9,2.9,830.3
Gloves,Quarter2,39.8,8.6,380.8
Sweatshirt,Quarter4,63.2,0.7,440.3
Sweatshirt,Quarter1,55.5,7.1,311.7
Gloves,Quarter1,87.5,1.6,960.9
Sweatshirt,Quarter4,66.8,2.5,329.0
Gloves,Quarter2,93.7,6.2,1018.3
Gloves,Quarter1,99.8,1.0,1096.8
Gloves,Quarter4,99.8,4.1,790.2
Sweatshirt,Quarter3,43.6,2.9,215.1
T-Shirt,Quarter3,30.3,9.1,184.8
T-Shirt,Quarter4,53.7,7.8,467.7
Sweatshirt,Quarter1,62.6,0.4,374.4
Sweatshirt,Quarter2,15.7,6.5,72.0
T-Shirt,Quarter1,13.9,0.5,109.7
Gloves,Quarter2,91.4,0.1,913.9
T-Shirt,Quarter2,53.3,1.3,369.2
T-Shirt,Quarter2,23.5,3.3,131.1
T-Shirt,Quarter2,81.7,3.6,724.5
Gloves,Quarter3,15.7,3.6,118.4
Gloves,Quarter3,50.7,7.0,500.0
T-Shirt,Quarter4,37.1,7.9,310.2
Sweatshirt,Quarter1,32.0,4.3,187.7
Gloves,Quarter3,70.8,3.3,633.9
T-Shirt,Quarter1,22.6,0.2,157.8
Sweatshirt,Quarter2,31.5,2.6,118.2
T-Shirt,Quarter3,90.6,7.0,620.2
Gloves,Quarter3,62.1,2.0,552.9
Gloves,Quarter4,70.2,4.9,767.3
Sweatshirt,Quarter3,72.8,6.2,503.4
T-Shirt,Quarter4,53.3,1.6,369.9
T-Shirt,Quarter2,43.3,0.5,258.3
Gloves,Quarter2,98.3,5.5,780.9
Gloves,Quarter4,12.2,6.6,96.6
Gloves,Quarter1,19.5,3.5,168.5
T-Shirt,Quarter4,15.4,0.5,122.7
Gloves,Quarter1,39.5,5.2,418.9
Gloves,Quarter3,43.6,3.8,424.6
Sweatshirt,Quarter3,56.3,7.7,273.8
T-Shirt,Quarter2,91.1,3.5,536.1
T-Shirt,Quarter3,69.7,3.9,414.3
T-Shirt,Quarter4,75.1,0.6,524.5
Gloves,Quarter4,48.5,9.5,408.0
Sweatshirt,Quarter1,98.3,7.8,680.3
T-Shirt,Quarter2,48.7,3.8,337.1
T-Shirt,Quarter3,90.5,5.7,622.1
T-Shirt,Quarter1,55.7,4.1,497.2
Sweatshirt,Quarter1,88.8,4.0,609.6
Sweatshirt,Quarter3,65.9,8.6,255.0
Sweatshirt,Quarter4,60.8,1.8,359.4
Sweatshirt,Quarter4,29.9,9.2,200.1
T-Shirt,Quarter2,78.9,6.9,617.4
Gloves,Quarter2,72.9,6.8,649.3
Gloves,Quarter4,13.6,6.7,109.0
T-Shirt,Quarter1,75.1,9.1,591.7
T-Shirt,Quarter3,89.0,5.0,786.0
T-Shirt,Quarter3,31.9,5.2,218.1
T-Shirt,Quarter1,47.5,2.3,278.1
Gloves,Quarter4,45.4,4.0,351.2
Sweatshirt,Quarter3,61.8,1.9,241.5
Gloves,Quarter3,14.2,3.4,149.4
Gloves,Quarter4,91.6,2.2,911.6
T-Shirt,Quarter2,77.0,6.9,441.3
Sweatshirt,Quarter2,84.1,4.6,495.4
Sweatshirt,Quarter3,66.5,7.0,392.0
Sweatshirt,Quarter4,53.8,3.7,265.3
Gloves,Quarter3,43.4,3.5,473.9
Sweatshirt,Quarter2,18.9,9.4,122.9
Sweatshirt,Quarter3,35.3,6.4,240.7
T-Shirt,Quarter3,65.5,3.7,512.9
Gloves,Quarter1,85.2,9.9,907.5
Gloves,Quarter4,38.5,1.6,418.7
Sweatshirt,Quarter3,96.2,1.1,671.2
T-Shirt,Quarter4,57.7,3.8,338.6
Gloves,Quarter2,71.3,2.8,704.6
Gloves,Quarter3,30.8,2.2,270.6
T-Shirt,Quarter3,86.9,4.2,595.7
Sweatshirt,Quarter4,88.2,5.1,519.0
Gloves,Quarter2,30.5,7.2,222.4
Sweatshirt,Quarter4,67.6,4.9,400.7
Gloves,Quarter1,84.6,1.6,673.6
Sweatshirt,Quarter4,84.1,6.0,408.5
Sweatshirt,Quarter1,97.4,8.0,657.8
T-Shirt,Quarter4,98.3,9.1,660.8
T-Shirt,Quarter4,65.9,2.6,387.6
Gloves,Quarter2,55.3,9.1,479.5
Gloves,Quarter2,48.0,0.1,479.9
Gloves,Quarter1,69.1,7.0,538.8
Gloves,Quarter3,55.9,6.9,496.2
Gloves,Quarter3,59.3,6.8,645.5
Sweatshirt,Quarter2,70.2,9.4,482.0
T-Shirt,Quarter1,57.1,1.0,510.9
T-Shirt,Quarter3,75.7,6.9,591.8
Gloves,Quarter2,86.6,6.1,761.1
Sweatshirt,Quarter3,11.2,9.9,57.3
T-Shirt,Quarter3,59.9,8.9,410.4
Sweatshirt,Quarter3,25.7,3.5,143.7
Sweatshirt,Quarter2,12.3,7.7,41.5
T-Shirt,Quarter2,87.2,0.5,697.1
Gloves,Quarter4,97.3,6.3,966.7
T-Shirt,Quarter2,18.6,0.8,127.8
Sweatshirt,Quarter3,36.9,4.3,134.7
Sweatshirt,Quarter4,54.8,3.0,216.2
Gloves,Quarter4,67.8,9.4,591.4
T-Shirt,Quarter2,24.0,9.0,135.0
T-Shirt,Quarter4,90.4,7.1,792.3
Sweatshirt,Quarter1,98.0,0.5,488.5
T-Shirt,Quarter3,91.3,2.2,634.7
T-Shirt,Quarter1,39.4,8.6,267.2
Gloves,Quarter1,67.6,4.0,668.0
Sweatshirt,Quarter3,29.5,5.1,161.7
T-Shirt,Quarter3,85.8,2.9,511.9
T-Shirt,Quarter4,94.2,6.4,734.4
Sweatshirt,Quarter2,70.7,0.5,281.8
T-Shirt,Quarter1,42.2,8.1,287.3
T-Shirt,Quarter4,97.2,6.7,569.8
Sweatshirt,Quarter1,37.1,0.4,148.0
T-Shirt,Quarter2,56.2,6.1,431.3
Gloves,Quarter4,96.3,3.4,952.8
Sweatshirt,Quarter2,90.4,7.2,611.2
Sweatshirt,Quarter1,96.7,2.3,573.3
Sweatshirt,Quarter4,26.8,1.7,184.2
Gloves,Quarter1,52.9,4.8,418.4
T-Shirt,Quarter3,41.7,8.1,267.6
T-Shirt,Quarter3,25.9,4.1,220.8
Gloves,Quarter1,62.4,1.0,621.0
Gloves,Quarter3,25.5,3.2,197.6
T-Shirt,Quarter3,87.0,3.6,605.4
Sweatshirt,Quarter2,46.3,7.8,316.3
T-Shirt,Quarter4,57.2,4.2,449.2
T-Shirt,Quarter3,66.6,1.9,595.6
T-Shirt,Quarter1,43.6,3.3,338.9
Sweatshirt,Quarter1,14.0,1.8,54.2
Sweatshirt,Quarter4,97.8,6.8,573.2
Gloves,Quarter1,22.0,9.9,190.3
T-Shirt,Quarter4,22.3,0.0,178.4
T-Shirt,Quarter3,89.7,0.8,627.1
Sweatshirt,Quarter4,36.0,1.1,250.9
T-Shirt,Quarter1,18.7,9.2,159.1
T-Shirt,Quarter2,77.1,5.2,529.3
T-Shirt,Quarter2,43.9,7.5,284.8
T-Shirt,Quarter2,83.4,0.2,750.0
Sweatshirt,Quarter3,43.2,3.1,166.6
T-Shirt,Quarter1,12.2,0.3,84.5
T-Shirt,Quarter4,93.9,8.9,630.6
T-Shirt,Quarter4,53.9,9.5,412.2
T-Shirt,Quarter1,48.5,6.2,375.6
Gloves,Quarter1,39.7,9.2,418.3
Gloves,Quarter4,14.7,6.9,133.2
Sweatshirt,Quarter3,16.7,0.5,65.3
Sweatshirt,Quarter4,49.9,3.8,192.0
Sweatshirt,Quarter4,17.7,0.8,104.6
Gloves,Quarter4,63.2,9.2,550.4
Sweatshirt,Quarter1,78.7,3.4,383.3
Gloves,Quarter2,20.2,6.9,215.3
Sweatshirt,Quarter3,72.5,1.0,432.0
T-Shirt,Quarter2,79.6,2.8,634.0
Gloves,Quarter1,44.1,0.7,438.9
T-Shirt,Quarter4,51.0,5.9,447.2
T-Shirt,Quarter4,62.0,3.9,550.2
Gloves,Quarter1,96.9,6.1,756.9
Sweatshirt,Quarter1,89.6,0.4,537.2
Sweatshirt,Quarter3,39.2,7.2,213.6
Sweatshirt,Quarter3,21.0,1.7,101.6
Sweatshirt,Quarter1,81.4,8.4,471.6
Sweatshirt,Quarter1,19.8,1.9,95.2
T-Shirt,Quarter1,55.7,3.9,382.1
Sweatshirt,Quarter2,81.9,5.0,394.5
T-Shirt,Quarter4,74.1,3.3,582.9
Gloves,Quarter4,17.8,2.4,175.6
